FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL104287,JAI-PNQ,JAI,PNQ,2025-05-16,91,Q400,120,35,110880,108849
FL104288,BOM-CCU,BOM,CCU,2024-01-21,142,B737,70,48,132384,86810
FL104289,JAI-HYD,JAI,HYD,2025-11-29,144,ATR72,90,38,163248,98182
FL104290,BOM-MAA,BOM,MAA,2025-12-14,160,B737,150,42,154224,97225
FL104291,MAA-CCU,MAA,CCU,2025-03-07,100,B737,180,58,308560,150439
FL104292,CCU-AMD,CCU,AMD,2024-07-05,158,B787,90,53,256308,96842
FL104293,BOM-BLR,BOM,BLR,2025-09-08,162,Q400,78,41,182409,124934
FL104294,BLR-CCU,BLR,CCU,2024-02-26,117,ATR72,90,84,396060,155800
FL104295,GOI-HYD,GOI,HYD,2025-10-27,93,B787,78,47,217845,103374
FL104296,BLR-HYD,BLR,HYD,2025-08-26,103,B737,90,79,275552,123025
FL104297,GOI-MAA,GOI,MAA,2025-08-15,85,A320,150,141,357576,164852
FL104298,BLR-CCU,BLR,CCU,2025-01-21,125,Q400,120,90,566370,89893
FL104299,BLR-CCU,BLR,CCU,2024-03-20,103,ATR72,120,91,570570,173120
FL104300,HYD-CCU,HYD,CCU,2025-12-21,74,Q400,90,90,468270,195748
FL104301,JAI-PNQ,JAI,PNQ,2024-09-17,96,ATR72,150,128,650368,197859
FL104302,PNQ-DEL,PNQ,DEL,2024-10-10,173,B787,90,65,197340,176717
FL104303,DEL-MAA,DEL,MAA,2025-01-18,115,B787,78,31,85250,96207
FL104304,JAI-HYD,JAI,HYD,2024-01-09,148,ATR72,90,39,241410,178392
FL104305,DEL-CCU,DEL,CCU,2025-08-15,178,B787,150,45,275130,139583
FL104306,DEL-PNQ,DEL,PNQ,2024-09-14,175,B737,70,46,123786,136842
FL104307,PNQ-HYD,PNQ,HYD,2025-04-21,85,B787,90,68,290292,121695
FL104308,GOI-PNQ,GOI,PNQ,2025-08-18,81,Q400,150,98,633668,181023
FL104309,CCU-MAA,CCU,MAA,2025-07-30,125,ATR72,150,31,103013,199859
FL104310,MAA-BLR,MAA,BLR,2025-08-17,103,ATR72,180,92,469568,116892
FL104311,BOM-AMD,BOM,AMD,2024-05-24,162,Q400,70,37,170052,87744
FL104312,JAI-BOM,JAI,BOM,2025-12-22,71,ATR72,120,93,362049,111268
FL104313,PNQ-CCU,PNQ,CCU,2025-08-23,81,Q400,78,67,395032,186945
FL104314,MAA-JAI,MAA,JAI,2025-02-21,115,ATR72,120,108,363096,86745
FL104315,GOI-JAI,GOI,JAI,2025-03-04,133,A320,78,77,419958,99717
FL104316,MAA-BLR,MAA,BLR,2024-09-09,151,Q400,150,42,138684,180234
FL104317,BLR-JAI,BLR,JAI,2024-03-06,67,A321,70,30,145710,139442
FL104318,MAA-BLR,MAA,BLR,2025-03-09,151,ATR72,90,56,313992,188770
FL104319,MAA-DEL,MAA,DEL,2025-03-20,152,A321,150,58,221792,188828
FL104320,JAI-CCU,JAI,CCU,2024-08-17,156,ATR72,120,98,356426,196111
FL104321,CCU-BOM,CCU,BOM,2025-02-24,151,B737,70,68,239156,134814
FL104322,HYD-AMD,HYD,AMD,2024-12-22,81,A321,90,50,315000,185404
FL104323,GOI-MAA,GOI,MAA,2024-06-28,133,B737,78,67,295805,167915
FL104324,AMD-BOM,AMD,BOM,2024-02-24,136,A321,150,97,454833,133138
FL104325,AMD-DEL,AMD,DEL,2025-01-29,139,A320,78,52,334620,132653
FL104326,JAI-BLR,JAI,BLR,2024-12-22,156,A321,78,59,186558,117846
FL104327,MAA-HYD,MAA,HYD,2025-06-28,83,B737,180,83,259707,189368
FL104328,MAA-DEL,MAA,DEL,2025-10-01,120,B737,70,56,359520,109956
FL104329,HYD-AMD,HYD,AMD,2025-01-08,165,ATR72,180,44,123684,129346
FL104330,DEL-BOM,DEL,BOM,2024-01-02,161,ATR72,180,31,172484,95829
FL104331,AMD-DEL,AMD,DEL,2024-01-01,124,B737,120,42,143052,107042
FL104332,BOM-CCU,BOM,CCU,2025-04-07,120,ATR72,70,39,131157,146123
FL104333,BOM-CCU,BOM,CCU,2025-05-12,166,Q400,120,99,444411,193175
FL104334,AMD-CCU,AMD,CCU,2025-03-19,61,A321,70,49,236866,113490
FL104335,CCU-JAI,CCU,JAI,2024-08-10,163,A320,78,44,161348,136977
FL104336,DEL-JAI,DEL,JAI,2024-07-09,107,A320,70,41,158875,189890
FL104337,JAI-CCU,JAI,CCU,2024-03-16,132,ATR72,150,87,336603,193385
FL104338,BLR-CCU,BLR,CCU,2024-11-04,74,B787,150,47,264422,149591
FL104339,GOI-CCU,GOI,CCU,2025-03-20,99,B787,150,56,210952,98028
FL104340,JAI-DEL,JAI,DEL,2025-06-02,132,ATR72,70,61,223260,151496
FL104341,DEL-BLR,DEL,BLR,2024-08-13,89,ATR72,180,40,225600,182533
FL104342,PNQ-CCU,PNQ,CCU,2024-06-13,150,A321,120,89,350571,160284
FL104343,BLR-JAI,BLR,JAI,2024-09-22,145,ATR72,120,41,162606,193176
FL104344,JAI-BOM,JAI,BOM,2024-01-05,134,ATR72,150,138,406824,132202
FL104345,BOM-DEL,BOM,DEL,2024-01-08,63,A320,78,57,227658,136130
FL104346,BLR-HYD,BLR,HYD,2025-01-10,128,ATR72,70,66,335412,103545
FL104347,CCU-AMD,CCU,AMD,2024-05-12,68,ATR72,78,35,179795,151236
FL104348,CCU-DEL,CCU,DEL,2025-06-10,164,Q400,78,58,186238,133223
FL104349,GOI-BLR,GOI,BLR,2025-07-02,175,ATR72,78,68,361148,190216
FL104350,MAA-CCU,MAA,CCU,2025-02-03,96,A320,180,54,291546,114847
FL104351,PNQ-CCU,PNQ,CCU,2024-08-21,161,B787,150,66,296472,107367
FL104352,GOI-BLR,GOI,BLR,2024-09-07,92,Q400,70,44,117392,179103
FL104353,DEL-AMD,DEL,AMD,2025-05-17,125,B787,90,30,126780,132946
FL104354,PNQ-JAI,PNQ,JAI,2025-02-26,158,A320,120,45,265410,164432
FL104355,CCU-PNQ,CCU,PNQ,2024-05-28,86,B787,150,99,295020,166464
FL104356,BOM-AMD,BOM,AMD,2025-02-23,176,Q400,78,44,122672,89522
FL104357,HYD-MAA,HYD,MAA,2025-05-22,109,Q400,70,45,189450,123096
FL104358,MAA-HYD,MAA,HYD,2025-05-30,147,B737,180,86,407382,195443
FL104359,AMD-HYD,AMD,HYD,2024-08-01,170,A320,150,70,339920,173069
FL104360,CCU-BLR,CCU,BLR,2025-07-25,163,Q400,120,40,159440,138017
FL104361,CCU-DEL,CCU,DEL,2024-11-16,174,B787,120,96,331200,80153
FL104362,BOM-JAI,BOM,JAI,2025-02-23,94,B737,90,52,202800,114290
FL104363,DEL-BOM,DEL,BOM,2025-07-13,76,A321,150,52,304304,143150
FL104364,GOI-CCU,GOI,CCU,2024-07-26,61,ATR72,180,162,501228,82874
FL104365,PNQ-MAA,PNQ,MAA,2024-10-01,67,A320,120,108,569484,84201
FL104366,HYD-JAI,HYD,JAI,2025-10-19,72,B737,70,57,322335,109017
FL104367,BLR-AMD,BLR,AMD,2024-04-20,77,ATR72,90,64,322560,94179
FL104368,HYD-MAA,HYD,MAA,2025-10-20,133,A321,70,36,130356,156101
FL104369,MAA-BOM,MAA,BOM,2025-10-04,142,B787,120,48,129648,155090
FL104370,CCU-DEL,CCU,DEL,2024-12-26,172,Q400,78,78,300846,106172
FL104371,CCU-DEL,CCU,DEL,2024-07-30,63,B787,90,76,306888,91863
FL104372,MAA-CCU,MAA,CCU,2024-05-21,144,B787,150,49,289982,192080
FL104373,BOM-CCU,BOM,CCU,2024-06-16,106,ATR72,180,96,273120,159609
FL104374,BOM-MAA,BOM,MAA,2025-10-18,95,Q400,150,50,268800,85572
FL104375,BOM-CCU,BOM,CCU,2025-11-20,96,B737,150,45,179865,89337
FL104376,BLR-BOM,BLR,BOM,2025-07-01,89,B737,78,46,224158,192766
FL104377,AMD-PNQ,AMD,PNQ,2024-10-30,173,A321,150,46,272320,161498
FL104378,GOI-HYD,GOI,HYD,2024-04-14,133,B737,180,39,127959,169963
FL104379,CCU-GOI,CCU,GOI,2025-11-20,70,A320,90,40,218800,101839
FL104380,BOM-CCU,BOM,CCU,2024-03-28,69,A321,150,87,541488,196224
FL104381,HYD-MAA,HYD,MAA,2024-04-03,112,A320,150,38,192394,86099
FL104382,AMD-PNQ,AMD,PNQ,2024-03-13,139,A321,120,101,331280,191538
FL104383,JAI-BLR,JAI,BLR,2024-05-15,158,Q400,150,99,324522,169420
FL104384,HYD-DEL,HYD,DEL,2024-04-05,117,A321,120,32,192224,91279
FL104385,DEL-BLR,DEL,BLR,2025-02-05,80,A320,70,68,232900,83207
FL104386,MAA-HYD,MAA,HYD,2025-05-20,159,B737,180,172,847788,155263
FL104387,BOM-CCU,BOM,CCU,2024-12-14,141,A321,78,34,218008,156091
FL104388,BLR-HYD,BLR,HYD,2025-12-02,161,A321,78,40,171240,124979
FL104389,PNQ-BOM,PNQ,BOM,2024-08-23,164,Q400,90,62,303676,130160
FL104390,CCU-HYD,CCU,HYD,2024-08-29,70,B787,120,79,416646,174237
FL104391,HYD-CCU,HYD,CCU,2025-08-23,124,A321,70,44,118580,185474
FL104392,GOI-PNQ,GOI,PNQ,2024-09-15,88,A320,120,59,171985,107457
FL104393,BOM-JAI,BOM,JAI,2025-12-17,78,Q400,90,62,364808,190194
FL104394,PNQ-DEL,PNQ,DEL,2024-09-17,153,A321,180,50,317700,84236
FL104395,DEL-AMD,DEL,AMD,2025-10-11,72,A320,90,42,139440,114658
FL104396,HYD-CCU,HYD,CCU,2025-02-22,76,B787,78,71,258937,82188
FL104397,PNQ-BOM,PNQ,BOM,2024-01-23,85,Q400,78,31,96720,198948
FL104398,MAA-BLR,MAA,BLR,2025-09-14,101,B787,90,79,288429,146221
FL104399,MAA-DEL,MAA,DEL,2024-06-12,157,B787,90,48,122496,122736
FL104400,JAI-BOM,JAI,BOM,2025-05-31,110,A321,120,116,563992,127590
FL104401,AMD-BLR,AMD,BLR,2024-08-12,80,A321,180,136,664360,85304
FL104402,PNQ-DEL,PNQ,DEL,2025-09-03,86,A321,70,43,160562,125241
FL104403,AMD-HYD,AMD,HYD,2024-01-01,138,B737,120,58,222546,112546
FL104404,HYD-MAA,HYD,MAA,2025-11-10,114,A321,120,83,304444,89924
FL104405,BOM-DEL,BOM,DEL,2024-08-05,88,A321,180,145,696145,111894
FL104406,BOM-AMD,BOM,AMD,2025-05-06,65,B737,180,86,245530,142700
FL104407,BLR-CCU,BLR,CCU,2025-11-28,64,ATR72,70,57,340803,123056
FL104408,GOI-CCU,GOI,CCU,2025-04-26,154,Q400,70,33,131340,116888
FL104409,BLR-AMD,BLR,AMD,2025-01-29,141,B737,70,30,86400,176178
FL104410,CCU-AMD,CCU,AMD,2024-12-28,166,B787,78,59,152810,100164
FL104411,DEL-PNQ,DEL,PNQ,2024-07-04,81,ATR72,90,45,195660,155916
FL104412,AMD-BOM,AMD,BOM,2025-11-12,171,B787,90,78,280254,186646
FL104413,MAA-CCU,MAA,CCU,2024-10-09,104,ATR72,78,52,297804,113216
FL104414,JAI-CCU,JAI,CCU,2024-01-28,174,Q400,180,165,983400,188463
FL104415,JAI-MAA,JAI,MAA,2024-01-03,178,Q400,70,64,160704,111076
FL104416,BLR-GOI,BLR,GOI,2025-12-13,81,ATR72,90,71,452057,111462
FL104417,BLR-CCU,BLR,CCU,2024-09-29,90,ATR72,70,68,392632,198675
FL104418,PNQ-BOM,PNQ,BOM,2024-12-06,77,A321,90,89,409489,86546
FL104419,BLR-PNQ,BLR,PNQ,2025-03-16,178,A321,90,48,292272,138308
FL104420,AMD-DEL,AMD,DEL,2024-10-06,62,A321,78,64,307008,151209
FL104421,CCU-BOM,CCU,BOM,2025-07-20,116,ATR72,70,47,285149,165877
FL104422,MAA-JAI,MAA,JAI,2025-04-17,67,Q400,70,45,223560,103676
FL104423,BLR-AMD,BLR,AMD,2025-12-31,108,A321,150,109,300622,106748
FL104424,BLR-GOI,BLR,GOI,2024-10-14,89,B787,150,140,396060,142695
FL104425,AMD-JAI,AMD,JAI,2024-07-30,64,A320,180,57,182970,165358
FL104426,DEL-MAA,DEL,MAA,2025-12-28,122,Q400,70,30,112710,104273
FL104427,BLR-GOI,BLR,GOI,2025-05-11,105,A320,70,38,95266,92666
FL104428,BOM-PNQ,BOM,PNQ,2025-07-28,105,B787,180,172,1060036,102363
FL104429,AMD-HYD,AMD,HYD,2025-01-01,162,A320,90,88,353496,114336
FL104430,HYD-DEL,HYD,DEL,2025-07-03,91,B787,150,73,350546,151567
FL104431,HYD-AMD,HYD,AMD,2024-01-27,77,A321,70,51,280908,114635
FL104432,CCU-HYD,CCU,HYD,2024-08-21,130,A321,120,76,232864,81273
FL104433,BOM-AMD,BOM,AMD,2024-12-26,79,Q400,78,36,147564,80232
FL104434,BLR-PNQ,BLR,PNQ,2024-03-15,116,ATR72,150,44,207988,138587
FL104435,BOM-GOI,BOM,GOI,2024-04-17,115,A321,70,66,358380,124525
FL104436,DEL-PNQ,DEL,PNQ,2025-08-19,86,B737,150,141,883083,179973
FL104437,GOI-JAI,GOI,JAI,2025-05-20,142,Q400,70,35,126700,146532
FL104438,PNQ-DEL,PNQ,DEL,2025-11-11,146,A321,90,37,134347,116247
FL104439,PNQ-HYD,PNQ,HYD,2025-10-03,82,B737,70,67,427125,181609
FL104440,HYD-BOM,HYD,BOM,2024-06-13,176,B737,150,64,359232,142333
FL104441,BLR-MAA,BLR,MAA,2025-02-17,161,Q400,78,70,188650,173012
FL104442,PNQ-MAA,PNQ,MAA,2025-10-03,125,B787,90,88,295856,156789
FL104443,PNQ-AMD,PNQ,AMD,2024-06-11,95,B787,90,31,145793,122662
FL104444,CCU-BOM,CCU,BOM,2025-03-11,81,B787,180,158,639742,102729
FL104445,GOI-AMD,GOI,AMD,2024-02-15,61,Q400,180,166,614200,107190
FL104446,CCU-MAA,CCU,MAA,2025-02-03,116,A320,78,74,196840,81352
FL104447,HYD-BOM,HYD,BOM,2024-06-19,145,Q400,90,73,466908,84265
FL104448,GOI-BOM,GOI,BOM,2024-10-10,177,B737,90,37,197580,199096
FL104449,BLR-JAI,BLR,JAI,2024-12-17,95,B787,180,167,785902,98461
FL104450,HYD-AMD,HYD,AMD,2024-01-26,110,B737,150,129,524256,84553
FL104451,BOM-HYD,BOM,HYD,2025-05-08,77,A320,150,30,163710,157487
FL104452,HYD-CCU,HYD,CCU,2024-01-31,141,Q400,150,36,135252,122803
FL104453,MAA-GOI,MAA,GOI,2025-07-31,172,Q400,90,56,337120,102054
FL104454,BOM-DEL,BOM,DEL,2025-12-02,145,A320,180,109,314574,142442
FL104455,GOI-HYD,GOI,HYD,2025-10-06,178,Q400,120,77,461692,167855
FL104456,BOM-BLR,BOM,BLR,2024-03-08,100,ATR72,90,77,445214,130717
FL104457,BOM-HYD,BOM,HYD,2024-12-14,173,B787,78,45,283410,147565
FL104458,DEL-HYD,DEL,HYD,2025-10-19,77,A320,70,50,242250,103878
FL104459,AMD-DEL,AMD,DEL,2025-09-26,77,A320,90,87,547665,115913
FL104460,GOI-MAA,GOI,MAA,2024-02-08,165,ATR72,90,48,223728,183889
FL104461,BOM-HYD,BOM,HYD,2025-11-14,91,B737,78,50,291000,112011
FL104462,MAA-JAI,MAA,JAI,2025-12-03,160,ATR72,70,44,235136,126821
FL104463,BLR-GOI,BLR,GOI,2024-05-05,177,B787,150,64,360768,172596
FL104464,PNQ-BLR,PNQ,BLR,2025-03-23,85,A320,90,83,313906,85045
FL104465,AMD-MAA,AMD,MAA,2025-05-16,152,B737,78,58,192850,91929
FL104466,PNQ-JAI,PNQ,JAI,2025-05-12,154,A320,90,89,398186,154547
FL104467,MAA-CCU,MAA,CCU,2025-08-31,130,B737,120,48,233424,96488
FL104468,AMD-JAI,AMD,JAI,2024-07-04,139,A320,70,49,125097,143829
FL104469,AMD-BLR,AMD,BLR,2025-11-01,117,B737,78,58,253344,188210
FL104470,HYD-JAI,HYD,JAI,2024-07-06,115,B737,70,53,239719,187701
FL104471,BLR-DEL,BLR,DEL,2025-06-05,170,A320,78,66,336996,173927
FL104472,MAA-AMD,MAA,AMD,2025-05-20,164,B737,78,56,320208,156554
FL104473,BLR-PNQ,BLR,PNQ,2025-12-26,172,A320,120,74,195434,92726
FL104474,DEL-BOM,DEL,BOM,2025-04-10,154,B787,70,59,375476,99736
FL104475,CCU-GOI,CCU,GOI,2024-09-25,116,A321,180,126,358470,130699
FL104476,CCU-PNQ,CCU,PNQ,2025-01-31,170,Q400,180,106,293938,149769
FL104477,DEL-HYD,DEL,HYD,2025-04-17,125,Q400,70,54,210600,173895
FL104478,DEL-MAA,DEL,MAA,2025-07-12,169,B787,78,63,192906,138544
FL104479,JAI-MAA,JAI,MAA,2025-06-02,139,ATR72,70,41,128781,181335
FL104480,MAA-CCU,MAA,CCU,2025-03-21,123,A321,120,68,204068,82017
FL104481,MAA-BOM,MAA,BOM,2025-04-30,163,A320,90,54,265734,168845
FL104482,CCU-HYD,CCU,HYD,2025-03-20,124,B737,150,89,222945,109289
FL104483,JAI-CCU,JAI,CCU,2024-10-31,163,B787,78,40,231400,133514
FL104484,JAI-PNQ,JAI,PNQ,2024-08-18,78,A321,90,80,485680,156505
FL104485,GOI-DEL,GOI,DEL,2025-05-06,63,B787,70,56,351232,162073
FL104486,DEL-CCU,DEL,CCU,2025-11-09,157,B787,150,90,304470,137430
FL104487,PNQ-AMD,PNQ,AMD,2024-01-25,117,Q400,78,75,394950,89895
FL104488,AMD-GOI,AMD,GOI,2025-01-03,69,B737,90,70,450310,144437
FL104489,CCU-BLR,CCU,BLR,2024-01-16,145,A321,78,57,370443,140827
FL104490,BLR-MAA,BLR,MAA,2025-01-29,77,B787,180,107,533930,139030
FL104491,BLR-AMD,BLR,AMD,2025-10-07,106,A320,70,66,418836,145025
FL104492,AMD-BOM,AMD,BOM,2025-07-01,145,ATR72,180,53,198538,168156
FL104493,DEL-CCU,DEL,CCU,2025-08-30,173,B787,180,139,801335,161190
FL104494,CCU-JAI,CCU,JAI,2025-10-18,115,B787,180,168,974232,191539
FL104495,BLR-BOM,BLR,BOM,2024-10-31,121,ATR72,180,122,772626,117144
FL104496,GOI-PNQ,GOI,PNQ,2025-08-11,61,B787,120,75,289050,167205
FL104497,AMD-GOI,AMD,GOI,2024-09-09,132,ATR72,150,87,403506,157065
FL104498,DEL-HYD,DEL,HYD,2024-08-29,158,ATR72,78,62,156798,163410
FL104499,GOI-PNQ,GOI,PNQ,2024-06-04,124,A321,120,106,642148,173060
FL104500,PNQ-HYD,PNQ,HYD,2024-03-26,85,A320,78,59,281135,170049
FL104501,MAA-BLR,MAA,BLR,2025-10-26,161,B787,120,47,248019,119805
FL104502,DEL-BOM,DEL,BOM,2024-04-22,112,A321,120,47,261649,189389
FL104503,DEL-BOM,DEL,BOM,2024-01-30,130,ATR72,78,68,212568,82380
FL104504,HYD-MAA,HYD,MAA,2024-10-19,167,B787,150,134,498882,131429
FL104505,CCU-DEL,CCU,DEL,2024-10-26,154,B737,70,55,153450,145064
FL104506,PNQ-JAI,PNQ,JAI,2025-05-11,176,A321,90,40,181720,81113
FL104507,CCU-BLR,CCU,BLR,2025-02-26,175,A321,70,40,252120,181711
FL104508,AMD-JAI,AMD,JAI,2025-09-03,143,B787,70,30,112830,179692
FL104509,CCU-GOI,CCU,GOI,2025-04-29,137,A320,90,67,435299,153710
FL104510,PNQ-AMD,PNQ,AMD,2024-11-15,102,B787,90,51,239751,181002
FL104511,JAI-PNQ,JAI,PNQ,2025-01-18,138,ATR72,180,165,536085,182799
FL104512,AMD-BOM,AMD,BOM,2024-12-05,154,A321,90,51,279123,84023
FL104513,AMD-BOM,AMD,BOM,2025-05-12,84,ATR72,120,61,233508,189195
FL104514,DEL-BOM,DEL,BOM,2024-05-26,111,B787,78,42,132846,133070
FL104515,MAA-CCU,MAA,CCU,2024-02-23,142,B787,150,80,273760,147588
FL104516,PNQ-BOM,PNQ,BOM,2025-07-22,137,A320,150,78,311298,176287
FL104517,CCU-JAI,CCU,JAI,2024-01-18,104,Q400,78,47,121683,123967
FL104518,JAI-AMD,JAI,AMD,2025-05-25,134,A321,120,47,257983,168430
FL104519,GOI-MAA,GOI,MAA,2024-09-30,108,ATR72,120,71,349107,105441
FL104520,CCU-BOM,CCU,BOM,2024-06-16,132,B787,120,60,219540,138823
FL104521,DEL-JAI,DEL,JAI,2024-06-22,143,A320,180,66,317262,108288
FL104522,GOI-BOM,GOI,BOM,2025-05-07,138,Q400,90,61,318725,176701
FL104523,CCU-AMD,CCU,AMD,2024-05-27,160,A321,180,129,515613,108691
FL104524,BOM-DEL,BOM,DEL,2025-12-02,103,A320,180,94,563060,124257
FL104525,MAA-BOM,MAA,BOM,2025-03-06,118,B787,70,48,202176,184458
FL104526,HYD-BLR,HYD,BLR,2025-12-04,139,A321,70,63,211428,177899
FL104527,PNQ-AMD,PNQ,AMD,2025-04-11,116,A320,120,96,423744,196198
FL104528,BLR-GOI,BLR,GOI,2025-04-27,138,A321,70,53,271996,90747
FL104529,MAA-BOM,MAA,BOM,2024-01-04,65,A321,120,68,296344,177243
FL104530,HYD-GOI,HYD,GOI,2024-03-03,102,Q400,120,99,615384,114693
FL104531,JAI-MAA,JAI,MAA,2025-12-19,71,ATR72,120,74,238354,130416
FL104532,AMD-BLR,AMD,BLR,2024-04-28,178,B737,70,41,229436,118548
FL104533,BOM-CCU,BOM,CCU,2025-02-13,104,B737,90,32,129728,135206
FL104534,BLR-MAA,BLR,MAA,2024-10-13,140,A320,78,75,226425,175782
FL104535,AMD-CCU,AMD,CCU,2024-03-28,111,A321,120,83,529955,81779
FL104536,HYD-BLR,HYD,BLR,2025-09-09,117,B787,78,44,275088,137208
FL104537,BOM-AMD,BOM,AMD,2025-05-29,98,B787,180,145,826935,109049
FL104538,DEL-JAI,DEL,JAI,2025-03-27,60,B787,90,50,164000,97809
FL104539,HYD-MAA,HYD,MAA,2024-09-14,125,B737,90,72,321048,153358
FL104540,AMD-MAA,AMD,MAA,2025-05-31,60,B787,150,124,682372,183074
FL104541,DEL-MAA,DEL,MAA,2024-12-03,76,A320,70,51,247299,170622
FL104542,BLR-JAI,BLR,JAI,2024-05-19,96,B787,70,32,187712,117020
FL104543,JAI-CCU,JAI,CCU,2025-08-04,180,A321,180,128,638720,126948
FL104544,GOI-JAI,GOI,JAI,2025-09-25,99,Q400,180,86,435934,164586
FL104545,AMD-BOM,AMD,BOM,2025-03-29,148,A320,78,39,246831,109343
FL104546,MAA-CCU,MAA,CCU,2024-06-30,72,ATR72,120,87,297801,149086
FL104547,GOI-MAA,GOI,MAA,2024-04-08,174,ATR72,120,32,122112,96916
FL104548,PNQ-BOM,PNQ,BOM,2025-03-03,168,B787,70,38,139954,141624
FL104549,BOM-CCU,BOM,CCU,2024-03-30,101,Q400,120,60,322860,90158
FL104550,BLR-PNQ,BLR,PNQ,2024-01-09,180,A321,90,33,97416,164232
FL104551,GOI-AMD,GOI,AMD,2025-02-22,127,Q400,78,60,331800,101342
FL104552,CCU-BLR,CCU,BLR,2025-09-12,180,A321,120,109,627077,92860
FL104553,JAI-CCU,JAI,CCU,2024-05-30,81,Q400,90,33,201696,185886
FL104554,HYD-JAI,HYD,JAI,2024-08-21,60,B737,180,115,656305,103054
FL104555,PNQ-MAA,PNQ,MAA,2024-04-14,80,A320,120,49,292971,179817
FL104556,DEL-HYD,DEL,HYD,2024-09-12,175,B737,78,42,185472,172503
FL104557,AMD-MAA,AMD,MAA,2025-10-08,78,Q400,70,33,126093,148942
FL104558,PNQ-MAA,PNQ,MAA,2024-08-22,85,B737,120,106,389338,183233
FL104559,BLR-PNQ,BLR,PNQ,2024-01-05,153,B737,78,63,172683,178954
FL104560,JAI-MAA,JAI,MAA,2025-01-01,173,Q400,70,68,434180,160366
FL104561,MAA-CCU,MAA,CCU,2025-11-16,91,Q400,150,78,482196,126280
FL104562,PNQ-MAA,PNQ,MAA,2025-09-26,103,A320,150,103,579066,190758
FL104563,GOI-PNQ,GOI,PNQ,2025-07-21,87,A320,150,65,183625,126071
FL104564,DEL-BOM,DEL,BOM,2024-06-09,81,A321,70,57,222756,144860
FL104565,AMD-DEL,AMD,DEL,2024-06-12,126,Q400,70,43,119325,135477
FL104566,CCU-DEL,CCU,DEL,2025-04-17,74,B787,78,63,308196,163576
FL104567,JAI-DEL,JAI,DEL,2025-03-18,115,ATR72,180,108,487944,145450
FL104568,JAI-MAA,JAI,MAA,2025-03-14,150,ATR72,90,58,178640,112120
FL104569,BLR-DEL,BLR,DEL,2024-03-20,156,B787,78,42,195930,144824
FL104570,BOM-GOI,BOM,GOI,2024-01-21,63,A320,120,58,349392,165637
FL104571,MAA-AMD,MAA,AMD,2024-10-23,101,ATR72,120,39,143442,132370
FL104572,MAA-JAI,MAA,JAI,2025-07-30,143,B787,180,127,665353,150863
FL104573,BOM-HYD,BOM,HYD,2024-05-17,105,A321,120,92,428904,117394
FL104574,CCU-PNQ,CCU,PNQ,2025-01-09,64,ATR72,180,70,363720,150327
FL104575,MAA-AMD,MAA,AMD,2024-02-18,174,Q400,120,93,372279,107806
FL104576,MAA-AMD,MAA,AMD,2024-11-25,75,Q400,180,66,235752,105392
FL104577,JAI-MAA,JAI,MAA,2024-09-01,74,B787,180,70,337890,108347
FL104578,JAI-AMD,JAI,AMD,2025-12-26,88,ATR72,180,75,196800,144326
FL104579,PNQ-CCU,PNQ,CCU,2024-07-09,154,B737,70,53,161703,110239
FL104580,JAI-CCU,JAI,CCU,2025-01-26,63,A320,70,59,255116,125736
FL104581,PNQ-GOI,PNQ,GOI,2024-05-05,116,A321,120,34,194514,178635
FL104582,BLR-JAI,BLR,JAI,2025-02-08,66,B787,78,74,360972,125963
FL104583,MAA-BOM,MAA,BOM,2025-01-03,91,B737,90,74,409812,83469
FL104584,BOM-AMD,BOM,AMD,2024-10-14,149,ATR72,78,60,388680,159067
FL104585,MAA-DEL,MAA,DEL,2025-03-16,73,A320,78,48,278496,188935
FL104586,JAI-BLR,JAI,BLR,2024-01-25,147,ATR72,120,49,286356,109888
FL104587,JAI-PNQ,JAI,PNQ,2025-05-19,157,A321,120,92,534428,173357
FL104588,BOM-MAA,BOM,MAA,2025-06-09,149,B787,150,53,272261,182227
FL104589,BLR-GOI,BLR,GOI,2025-02-03,72,B737,78,46,257922,185497
FL104590,JAI-DEL,JAI,DEL,2024-06-04,84,B737,78,63,392364,116837
FL104591,DEL-AMD,DEL,AMD,2024-11-09,90,A320,70,55,261030,83057
FL104592,BOM-BLR,BOM,BLR,2025-09-07,159,A321,70,39,194181,175787
FL104593,BLR-AMD,BLR,AMD,2025-02-02,155,B737,150,85,216325,82559
FL104594,JAI-BOM,JAI,BOM,2025-11-30,110,A321,120,73,232432,192254
FL104595,HYD-BLR,HYD,BLR,2025-10-25,157,B787,180,110,280830,120469
FL104596,MAA-BLR,MAA,BLR,2024-02-01,71,ATR72,150,72,412632,158208
FL104597,CCU-HYD,CCU,HYD,2025-08-29,97,Q400,180,116,507732,160931
FL104598,CCU-BLR,CCU,BLR,2024-07-16,85,A321,70,49,303457,184420
FL104599,BLR-JAI,BLR,JAI,2025-08-17,98,ATR72,78,35,196210,99032
FL104600,DEL-BLR,DEL,BLR,2024-09-12,142,B787,180,34,179010,157977
FL104601,HYD-BOM,HYD,BOM,2025-03-17,145,A320,90,46,239108,161897
FL104602,PNQ-BOM,PNQ,BOM,2025-11-19,160,B737,180,129,467625,196430
FL104603,CCU-BLR,CCU,BLR,2024-11-11,82,ATR72,180,113,656982,151070
